@relation 'twitter_spam_data'
@attribute LenghtOfProfileName NUMERIC
@attribute LenghtOfProfileDescription NUMERIC
@attribute NumberOfFollowings NUMERIC
@attribute NumberOfFollowers NUMERIC
@attribute NumberOfTweetsPost NUMERIC
@attribute AgeOfTheUserAccount NUMERIC
@attribute RatioOfNumberOfFollowingsAndFollowers NUMERIC
@attribute ReputationOfTheUser NUMERIC
@attribute FollowingRate NUMERIC
@attribute NumberOfWords NUMERIC
@attribute NumberOfCharacters NUMERIC
@attribute NumberOfCapitalizationCharacter NUMERIC
@attribute NumberOfCapitalizationWordPerWord NUMERIC
@attribute MaxWordLenght NUMERIC
@attribute MeanWordLenght NUMERIC
@attribute NumberOfExclamationMark NUMERIC
@attribute NumberOfQuestionMark NUMERIC
@attribute NumberOfURL NUMERIC
@attribute URLPerWord NUMERIC
@attribute NumberOfHashtag NUMERIC
@attribute HashtagPerWord NUMERIC
@attribute NumberOfMention NUMERIC
@attribute MentionPerWord NUMERIC
@attribute NumberOfSpamWord NUMERIC
@attribute SpamWordPerWord NUMERIC
@ATTRIBUTE class {spam,legitimate}
@data 
8,114,275,282,56913,1531,1.03,0.51,0.18,10,141,53,5.3,17,0,1,0,1,0.1,6,0.6,1,0.1,0,0.0,%%%%%%%%%RT @OfficialMonstaX: [#MONSTA_X] 20160518 #MONSTAX
#TheCLAN Part.1 #LOST #ALL_IN  
[OATH OF SHOWNU] #Narration_TEASER is out ! 📢 
https://t…
14,74,334,1109,152410,1994,3.32,0.77,0.17,9,76,5,0.56,23,0,0,0,1,0.11,0,0.0,0,0.0,0,0.0,%%%%%%%%%After she told her boyfriend's wife she was pregnant https://t.co/D0kIybnZEt
14,92,2700,2313,2611,1505,0.86,0.46,1.79,20,144,11,0.55,16,0,3,0,0,0.0,0,0.0,4,0.2,0,0.0,%%%%%%%%%RT @AnAmerican4: @Anuhint1 @Campaign_Trump- can you get on local news in WV! People will not go &amp; vote! They need clarification to go vote!…
12,160,584,150425,234812,1173,257.58,1.0,0.5,21,140,29,1.38,23,0,2,0,1,0.05,0,0.0,0,0.0,0,0.0,%%%%%%%%%LAST CHANCE for today's Each Way Double!

Returns £467 from a £5 EW stake!

Get it on your betslip in 1­CLICK HERE ▶ https://t.co/gVhsFttI0q
12,150,417,110357,7515,2510,264.65,1.0,0.17,11,121,11,1.0,23,0,1,0,1,0.09,4,0.36,0,0.0,0,0.0,%%%%%%%%%Thank you #St.Lucia' amazing time here, until we meet again! #ThatLove #Reggae #danceHall big up… https://t.co/Gbg9oV6lEN
15,50,382,408,2051,1288,1.07,0.52,0.3,16,105,8,0.5,23,0,0,0,1,0.06,0,0.0,0,0.0,0,0.0,%%%%%%%%%You are swimming in very wild waters now -- waters so deep tha... More for Pisces https://t.co/8TarJBDFg6
14,108,1391,956,9657,580,0.69,0.41,2.4,2,9,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%grad grad
9,157,170,44055,2776,2467,259.15,1.0,0.07,11,140,13,1.18,23,0,0,0,1,0.09,2,0.18,2,0.18,0,0.0,%%%%%%%%%Watch @glamourmag video for a look at @Doutzen  #WildAdventure in N. Kenya #savetheelephants https://t.co/Eu5Uk2Phqp https://t.co/CO2y9yzXQf
10,38,289,503,8281,147,1.74,0.64,1.97,26,141,12,0.46,14,0,0,0,0,0.0,0,0.0,1,0.04,0,0.0,%%%%%%%%%RT @OkFabs: One of my biggest fears is to be infertile 😔 (Nauthubillah) I hope Allah (SWT) gives me the blessing of giving birth to more Mu…
9,155,1867,1686,9793,1686,0.9,0.47,1.11,26,140,7,0.27,13,0,0,0,0,0.0,0,0.0,1,0.04,0,0.0,%%%%%%%%%RT @ArsenioHall: Trump needs a billion to run, and Hillary needs a billion too. I wish they could compete wit' half a bill' and give the di…
14,95,358,249,9815,2098,0.7,0.41,0.17,17,139,23,1.35,23,0,0,1,1,0.06,2,0.12,1,0.06,0,0.0,%%%%%%%%%RT @CityOfGods1: Have you heard ‘Dev Na$h x $licktalk - NBK (Natural Born Killers)’ by Dev Na$h on #SoundCloud? #np https://t.co/ZPe6lFOchL
9,141,802,236,409,2015,0.29,0.23,0.4,5,68,7,1.4,23,0,0,0,1,0.2,0,0.0,1,0.2,0,0.0,%%%%%%%%%Thomas the train trainspotting: https://t.co/VYy3NgijPm via @YouTube
11,109,22728,21438,57422,2533,0.94,0.49,8.97,7,112,12,1.71,23,0,0,0,1,0.14,3,0.43,0,0.0,1,0.13,%%%%%%%%%Newest Listings In Tallahassee Reveal Fresh Trend #realestate #tallahassee #homesforsale https://t.co/EiNfE25KRe
7,35,324,350,66,2564,1.08,0.52,0.13,20,140,16,0.8,18,0,2,0,0,0.0,1,0.05,1,0.05,0,0.0,%%%%%%%%%RT @Panthers: Happy #FreeComicBookDay! Followers who RT are eligible to win this Cam Newton comic! We'll pick 3 winners by 2:30PM. https://…
14,45,2,151,422666,678,75.5,0.99,0.0,7,137,17,2.43,23,0,0,0,1,0.14,7,1.0,0,0.0,0,0.0,%%%%%%%%%iPhone #organic Leather Sleeve | OAKY | https://t.co/nee2KqNk5H | #iphone #iphone5 #iPhone5Sleeve #iPhoneSleeve #iPhone5sSleeve #iPhone5s
8,4,1949,1005,911,332,0.52,0.34,5.87,4,101,10,2.5,23,0,0,0,1,0.25,5,1.25,1,0.25,0,0.0,%%%%%%%%%Output hit as #referendum looms https://t.co/Zf5Vu9QVia @BuildingNews #construction #EU #Brexit #news
13,4,32,253,9294,29,7.91,0.89,1.1,9,131,14,1.56,23,0,0,0,1,0.11,3,0.33,1,0.11,0,0.0,%%%%%%%%%RT @jose_garde: FinTech regulatory environment in Hong Kong and beyond https://t.co/IQl1OXxV2S #FinTech #banking #financialservices
10,4,91,278,14900,1627,3.05,0.75,0.06,8,74,6,0.75,23,0,0,0,1,0.13,0,0.0,0,0.0,0,0.0,%%%%%%%%%one person followed me // automatically checked by https://t.co/gILJgMgvJL
8,24,1107,415,4980,1275,0.37,0.27,0.87,4,43,24,6.0,17,0,0,0,0,0.0,0,0.0,1,0.25,0,0.0,%%%%%%%%%RT @therimanoj: 25DAYS OF BLOCKBUSTER
THERI
14,19,962,862,7309,2459,0.9,0.47,0.39,2,13,1,0.5,8,0,1,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%Good morning!
14,137,13,126,173079,551,9.69,0.91,0.02,17,103,18,1.06,15,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%Semarang
T:30.0 C, Feel like: 30 C
RHum:69%
Wind From the NNW at 1 MPH
Haze
Sat. 7 May. 2016 - 21:01:04
8,23,486,585,36104,1672,1.2,0.55,0.29,4,33,0,0.0,13,0,0,1,0,0.0,0,0.0,1,0.25,0,0.0,%%%%%%%%%@hamkarashid2 stalk kite ke? 👉👈
9,31,1778,1852,41292,1796,1.04,0.51,0.99,21,96,1,0.05,8,0,0,0,0,0.0,0,0.0,0,0.0,1,0.05,%%%%%%%%%I love how they don't hesitate to tell me shit.... soon as they find out , they hit my phone lol
14,159,51,11,4,0,0.22,0.18,2.147483647E9,19,128,4,0.21,13,0,0,0,0,0.0,0,0.0,4,0.21,0,0.0,%%%%%%%%%To anyone wondering, I do not own any memes or gifs that I post. My sources are as follows @4chan @giphy @facebook @knowyourmeme
9,140,1314,500,13993,1650,0.38,0.28,0.8,10,87,7,0.7,23,0,0,0,1,0.1,0,0.0,1,0.1,1,0.09,%%%%%%%%%RT @Muisyo_: With those glasses he can't see himself leaving 😎 https://t.co/G0JwxTfxaf
15,130,1298,414,14607,1398,0.32,0.24,0.93,11,123,23,2.09,23,0,0,0,1,0.09,0,0.0,2,0.18,0,0.0,%%%%%%%%%RT @TOMLINSONbelg: Lottie Tomlinson models the Ariana Grande for Lipsy collection @JohannahDarling  https://t.co/R4G9Q8dHqP
9,156,1823,1841,27687,1193,1.01,0.5,1.53,5,118,21,4.2,23,0,0,0,1,0.2,6,1.2,0,0.0,0,0.0,%%%%%%%%%*TOP JOB* - #Engineering #Geologist - https://t.co/FfmJk0pHMn #Recruitment #Jobs #UKJobs #HRUK https://t.co/xp22y0ybea
9,146,1742,4906,5860,1236,2.82,0.74,1.41,12,140,2,0.17,23,0,1,0,0,0.0,6,0.5,0,0.0,0,0.0,%%%%%%%%%#lettuce #countdown 13days to #litfest16! We hope your #vegetable box is as #pretty as this one #localheroglobalhero https://t.co/njouP3hzx0
13,40,2459,2225,69934,2106,0.9,0.48,1.17,5,43,3,0.6,17,0,0,0,0,0.0,0,0.0,1,0.2,0,0.0,%%%%%%%%%RT @48tweetsofpower: Keep your hands clean.
12,118,175,2316,642604,500,13.23,0.93,0.35,5,64,8,1.6,23,0,0,0,1,0.2,0,0.0,0,0.0,0,0.0,%%%%%%%%%Middlesbrough promoted to Premier League https://t.co/mFrKmzCThV
12,50,122,276,4881,1505,2.26,0.69,0.08,13,101,2,0.15,23,0,0,0,1,0.08,0,0.0,0,0.0,0,0.0,%%%%%%%%%6 people followed me and one person unfollowed me // automatically checked by https://t.co/7thRbHs842
13,32,136,750,2532,755,5.51,0.85,0.18,5,26,1,0.2,7,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%Skepta is the waviest 🙌🏾
10,4,424,223,430,788,0.53,0.34,0.54,17,86,3,0.18,9,0,0,1,0,0.0,0,0.0,0,0.0,2,0.11,%%%%%%%%%Obviously I'm just pissed because you keep talk crap, what do I have to be jealous of?
12,4,136,54,2032,558,0.4,0.28,0.24,5,73,11,2.2,23,0,1,0,1,0.2,1,0.2,1,0.2,0,0.0,%%%%%%%%%RT @onedirection: Weekend vibes = #OTRA memories! https://t.co/9ufwEbNIG5
10,4,611,701,42417,2351,1.15,0.53,0.26,18,91,3,0.17,14,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%Paid Zero dollars to see No one last night, but they up in arms about a late performance...
9,52,229,279,1505,813,1.22,0.55,0.28,5,58,3,0.6,24,0,25,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%My head hurts. Again!!!!!!!
Motha f***er!!!!!!!!!!!!!!!!!!
9,2,239,280,7796,1669,1.17,0.54,0.14,7,48,3,0.43,9,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%Love seeing Leicester shirts in Liverpool 💙🐺🍾
9,29,239,154,5697,128,0.64,0.39,1.87,5,72,33,6.6,23,0,0,0,0,0.0,1,0.2,1,0.2,0,0.0,%%%%%%%%%RT @CHANW98OO: THIS IS WRONG #iKONCERTinHongkong https://t.co/hkOHpWabZG
13,49,195,419,147552,1770,2.15,0.68,0.11,11,107,13,1.18,23,0,0,0,1,0.09,0,0.0,3,0.27,0,0.0,%%%%%%%%%I liked a @YouTube video from @q0h8_ https://t.co/Z0STJ1Up4l [ซับไทย] 160428 Xu Weizhou Live Stream @iFensi
11,70,551,674,20983,909,1.22,0.55,0.61,8,75,9,1.13,23,0,2,0,1,0.13,0,0.0,1,0.13,0,0.0,%%%%%%%%%RT @AshleyySoteloo: Same thing happened to me !! 😂 https://t.co/vIEf6eNBu8
15,89,7,16,21075,1640,2.29,0.7,0.0,15,108,18,1.2,23,0,0,0,1,0.07,0,0.0,0,0.0,0,0.0,%%%%%%%%%Amazon Alexa Summons A Tesla Model S, And It's Just Too Awesome [Video] – Tech Times https://t.co/qJsKnDymsm
11,28,86,41,137,1159,0.48,0.32,0.07,12,108,14,1.17,28,0,1,1,1,0.08,0,0.0,0,0.0,0,0.0,%%%%%%%%%Have plans on Mother's Day? Check out our Events on our App!
https://t.co/Bq9njAaqeY https://t.co/7IEzE1GR4g
13,79,66,62,1822,47,0.94,0.48,1.4,9,118,14,1.56,23,0,0,0,1,0.11,3,0.33,0,0.0,1,0.1,%%%%%%%%%These are some Serious Yoga Pants (11 Photos) https://t.co/RPeNiUOfHd #amateur #erotic #hotsex https://t.co/pAosyauGQt
9,112,643,1025,11017,1884,1.59,0.61,0.34,11,80,12,1.09,23,0,0,0,0,0.0,0,0.0,1,0.09,0,0.0,%%%%%%%%%RT @PicsOfCuteCats: All dressed up and now wear to go. ' https://t.co/K0EqmmJPoQ
8,10,461,1590,23821,603,3.45,0.78,0.76,13,84,3,0.23,12,0,0,0,0,0.0,0,0.0,1,0.08,0,0.0,%%%%%%%%%RT @Beau_layna: i cant argue with ignorant people..its like talking to a brick wall.
11,4,77,93,1705,1679,1.21,0.55,0.05,17,92,2,0.12,9,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%What is my nephews and dads obsession with marvel avengers why can't we play with Disney ugh
12,33,650,317,4403,1320,0.49,0.33,0.49,27,144,10,0.37,13,0,0,0,0,0.0,0,0.0,1,0.04,0,0.0,%%%%%%%%%RT @NomikiKonst: It concerns me as a Dem how the DNC missed the temperature of the party &amp; the next gen. It's indicative of a party that ha…
10,11,42,3,153,84,0.07,0.07,0.5,9,51,12,1.33,11,0,0,0,0,0.0,0,0.0,1,0.11,0,0.0,%%%%%%%%%RT @SGrantgil: We will RISE 1Pinas For Delima 👋 👍
15,110,735,262,2902,1859,0.36,0.26,0.4,4,71,7,1.75,23,0,1,0,1,0.25,2,0.5,0,0.0,0,0.0,%%%%%%%%%Please, come back! https://t.co/ZTE4paZcEC  #androidgames, #gameinsight
12,159,1018,460,19581,1976,0.45,0.31,0.52,14,134,18,1.29,23,0,0,0,1,0.07,0,0.0,2,0.14,0,0.0,%%%%%%%%%RT @NigeriaNewsdesk: It was easy to pick Nigeria ahead of England – Iwobi https://t.co/PefHS7lrAc via @todayng https://t.co/Y5N3SZ1ThT
11,4,21,24,355,112,1.14,0.53,0.19,9,51,12,1.33,11,0,0,0,0,0.0,0,0.0,1,0.11,0,0.0,%%%%%%%%%RT @SGrantgil: We will RISE 1Pinas For Delima 👋 👍
10,66,2059,1341,29871,2019,0.65,0.39,1.02,5,73,11,2.2,23,0,1,0,1,0.2,1,0.2,1,0.2,0,0.0,%%%%%%%%%RT @onedirection: Weekend vibes = #OTRA memories! https://t.co/9ufwEbNIG5
9,84,1575,1745,63658,456,1.11,0.53,3.45,9,124,23,2.56,23,0,0,0,1,0.11,1,0.11,1,0.11,0,0.0,%%%%%%%%%RT @GeekFeedDotCom: Harley Gets Joker's Wrath in Leaked #SuicideSquad Photo. https://t.co/TEFufrHOUm https://t.co/RbJMpiv1an
9,11,214,231,540,121,1.08,0.52,1.77,9,51,12,1.33,11,0,0,0,0,0.0,0,0.0,1,0.11,0,0.0,%%%%%%%%%RT @SGrantgil: We will RISE 1Pinas For Delima 👋 👍
10,45,947,1283,13916,1413,1.35,0.58,0.67,1,26,4,4.0,17,0,0,0,0,0.0,1,1.0,0,0.0,1,0.5,%%%%%%%%%#PeopleAreTiredOf fuckboys
14,4,865,24489,21104,1489,28.31,0.97,0.58,8,67,10,1.25,23,0,0,0,1,0.13,0,0.0,1,0.13,0,0.0,%%%%%%%%%RT @_ROCK718: Had no money trap house slow  https://t.co/8Ckec6nV6L
11,11,4481,4264,179,106,0.95,0.49,42.27,11,103,17,1.55,31,0,0,1,1,0.09,0,0.0,1,0.09,0,0.0,%%%%%%%%%RT @imtehan007: Watch This Painful Butt Branding, Is This Cooler Than A Tattoo?
https://t.co/OFmyaW5soD
10,4,288,25,278,100,0.09,0.08,2.88,12,140,12,1.0,29,0,0,1,1,0.08,0,0.0,1,0.08,0,0.0,%%%%%%%%%RT @allkpop: Girls' Generation's Taeyeon and Seohyun unexpectedly parody 'Descendants of the Sun'?
https://t.co/tteoZ1UCh1 https://t.co/rrK…
6,117,443,254,9139,2514,0.57,0.36,0.18,20,136,11,0.55,23,0,0,0,1,0.05,0,0.0,0,0.0,0,0.0,%%%%%%%%%‘Captain America: Civil War’ mostly ignores the real world, and it’s all the better for it: I’ll be honest: I... https://t.co/MxhZtEWyRu
14,48,0,48,31564,20,2.147483647E9,0.0,0.0,18,133,20,1.11,23,0,1,0,1,0.06,0,0.0,0,0.0,0,0.0,%%%%%%%%%Flower Dance Pattern Clear Hard Case Cover Skin For iphone 5 5S - Bid Now! Only $0.28 https://t.co/A0SljK6uO2 https://t.co/o4dX7RGhtp
12,119,412,871,3518,846,2.11,0.68,0.49,19,140,18,0.95,15,0,1,1,0,0.0,0,0.0,2,0.11,0,0.0,%%%%%%%%%RT @TheRotoRadar: Who's ready for next NBA Season with RotoRadar Pro FadeToBlack, aka @jjcward?

**RT for shot at $1,100 in prizes!** https…
13,100,2080,1690,25273,1013,0.81,0.45,2.05,23,140,20,0.87,12,0,1,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%Looking for a Venue for your next event. Contact PREMIER EVENTS to schedule your personal tour, 704.241.7077 today! *Tell them KMC sent you*
8,4,325,429,1388,675,1.32,0.57,0.48,5,45,0,0.0,12,0,0,0,0,0.0,0,0.0,1,0.2,0,0.0,%%%%%%%%%@bailey1608 thanks gf can't wait either💘💘💘
7,71,141,716,4508,2082,5.08,0.84,0.07,11,140,14,1.27,23,0,0,0,1,0.09,2,0.18,2,0.18,0,0.0,%%%%%%%%%RT @RootsNLeisure: Kohima-My home for now.A traveller who never left. https://t.co/mmNpymD8vf  @abrahamrohan 

#NorthEastIndia #Travel http…
15,4,376,85,4331,861,0.23,0.18,0.44,9,106,11,1.22,23,0,0,0,0,0.0,0,0.0,3,0.33,0,0.0,%%%%%%%%%RT @BanzaiMatai: Wow @mailandguardian this is quite a cover featuring @SAPresident https://t.co/DZfhSwoj77
15,18,62,15,327,348,0.24,0.19,0.18,4,55,7,1.75,23,0,0,0,0,0.0,0,0.0,1,0.25,0,0.0,%%%%%%%%%RT @tbhtripping: Melting smiles https://t.co/ACekpaEvdU
15,130,725,922,38175,1146,1.27,0.56,0.63,7,121,11,1.57,36,0,0,0,1,0.14,3,0.43,1,0.14,0,0.0,%%%%%%%%%RT @JohnJGeddes: strange eyes followed our every move

haunted hearts https://t.co/37EvBotjyM

#paranormal #romance #PDF1
8,4,1204,1208,198339,378,1.0,0.5,3.19,14,76,2,0.14,11,0,0,0,0,0.0,0,0.0,1,0.07,0,0.0,%%%%%%%%%RT @khaleccia: i'm not for cayetano but he has a good point about marcos lol
12,146,363,195,1268,2487,0.54,0.35,0.15,14,125,17,1.21,23,0,0,0,0,0.0,1,0.07,1,0.07,0,0.0,%%%%%%%%%RT @Faysal_FreeGaza: First day on the job... Sadiq Khan already out on Sharia Patrol #LondonHasFallen https://t.co/pwThBvOuAj
10,17,347,368,34621,2573,1.06,0.51,0.13,7,48,0,0.0,13,0,0,0,0,0.0,0,0.0,1,0.14,0,0.0,%%%%%%%%%@regularrich_ hah he seems wise beyond his years
12,155,4838,5527,2137,413,1.14,0.53,11.71,9,136,38,4.22,29,0,1,0,1,0.11,4,0.44,0,0.0,0,0.0,%%%%%%%%%SAVE US BY THE PINCHERS OF PERIL! 

Contribute at https://t.co/xm6kjrwLFt

#WSB #Goonies #film #SupportIndieFilm https://t.co/c89SjrGbv0
11,113,21,58,513,882,2.76,0.73,0.02,8,91,9,1.13,23,0,0,0,0,0.0,3,0.38,0,0.0,0,0.0,%%%%%%%%%We've got a good way to celebrate #graduation #uwmadison #skydiving https://t.co/XjV1XEPWWW
15,41,42,115,22665,47,2.74,0.73,0.89,12,127,25,2.08,23,0,0,0,1,0.08,4,0.33,0,0.0,0,0.0,%%%%%%%%%#Women Amethyst Dot #Bali One Smooth U 3547 UW #Bra *NEW* 36DD Retail $40 https://t.co/cG8hpltOaT #Best https://t.co/9S3VVxHvyY
7,4,14794,19372,149779,406,1.31,0.57,36.44,6,63,18,3.0,24,0,0,0,1,0.17,0,0.0,0,0.0,0,0.0,%%%%%%%%%People ACTUALLY Get Dumped on Snapchat 
https://t.co/KxPcDvRCyO
12,37,104,29,106,12,0.28,0.22,8.67,15,95,5,0.33,15,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%Every voice she hears calling her name, her stride picks up....

Running Away From Something 🤔
12,37,3579,4676,25746,185,1.31,0.57,19.35,9,54,7,0.78,13,0,0,0,0,0.0,0,0.0,1,0.11,0,0.0,%%%%%%%%%RT @OfficialMrX: "I miss myself &amp; I miss you..." x
14,138,980,10265,174933,1531,10.47,0.91,0.64,10,96,14,1.4,23,0,0,0,1,0.1,0,0.0,0,0.0,0,0.0,%%%%%%%%%Captain America: Civil War Writers Explain Character &amp; Story Choices https://t.co/QCsdBTi8V2
15,86,512,764,40715,1074,1.49,0.6,0.48,15,126,20,1.33,23,0,0,0,0,0.0,1,0.07,1,0.07,0,0.0,%%%%%%%%%RT @5HonTour: The Write On Me music video has reached 1 million views on YouTube. #WriteOnMeMusicVideo https://t.co/0XbvUWXe5N
15,77,1292,99,1937,23,0.08,0.07,56.17,7,92,20,2.86,23,0,0,0,1,0.14,0,0.0,1,0.14,0,0.0,%%%%%%%%%RT @CarCrashesTV: Car Crash Compilation # 70 https://t.co/Fj21u7BDB0 https://t.co/BYVagXLZX2
13,160,3449,3510,1521,120,1.02,0.5,28.74,6,94,10,1.67,23,0,0,0,1,0.17,1,0.17,0,0.0,0,0.0,%%%%%%%%%Cotswold Farm Park, Guiting Power, Gloucestershire https://t.co/kXok5vC5wc #MotorhomeTraveller
6,45,1950,959,2081150,2614,0.49,0.33,0.75,12,95,24,2.0,23,0,0,0,1,0.08,0,0.0,0,0.0,0,0.0,%%%%%%%%%ANCIENT RARE Authentic Viking Iron Warrior Battle AXE 9 – 10 century AD https://t.co/V3l2T5C54g
11,30,936,328,8475,186,0.35,0.26,5.03,6,27,1,0.17,5,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%These girls are like 13 smh
7,96,480,4452,158497,2570,9.28,0.9,0.19,22,118,4,0.18,8,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%And clearly, somebody did buy them. 

But it wasn't going to be me. 

I wouldn't even want to win some Lauryn tickets.
9,4,154,17,1948,1573,0.11,0.1,0.1,19,120,7,0.37,9,0,0,0,0,0.0,2,0.11,1,0.05,0,0.0,%%%%%%%%%To succeed @SBS_MTV you need to find #더쇼 something to hold on to something #세븐틴 to motivate you something to inspire you
13,4,1,28,536,184,28.0,0.97,0.01,3,21,1,0.33,13,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%Communication is key.
10,131,1389,838,8759,68,0.6,0.38,20.43,16,140,21,1.31,17,0,0,0,0,0.0,1,0.06,3,0.19,0,0.0,%%%%%%%%%RT @DanScavino: .@LindseyGrahamSC was crushed by @realDonaldTrump in his HOME STATE. I am sure #Trump2016 will survive his hate. https://t.…
9,25,3101,1163,3055,2098,0.38,0.27,1.48,3,49,9,3.0,23,0,0,0,0,0.0,0,0.0,1,0.33,0,0.0,%%%%%%%%%RT @PhattyCakessss: Daddy https://t.co/6xlBcmaIKS
15,131,3741,1660,30098,1252,0.44,0.31,2.99,7,70,9,1.29,23,0,0,0,1,0.14,0,0.0,1,0.14,0,0.0,%%%%%%%%%RT @RoadTrip3000: You'll see soon 😉🎤🐝 - Rye https://t.co/GJefytT17o
9,4,20,1,119,0,0.05,0.05,2.147483647E9,3,67,25,8.33,23,0,0,0,1,0.33,2,0.67,0,0.0,1,0.25,%%%%%%%%%MAR ROXAS NATION #MarLeniWins #PanaloNaTayo https://t.co/P9QcKKxxzV
15,49,49,6,85,130,0.12,0.11,0.38,8,76,5,0.63,23,0,0,0,1,0.13,0,0.0,0,0.0,0,0.0,%%%%%%%%%one person unfollowed me // automatically checked by https://t.co/gLTvH8fZbR
5,4,0,97,25311,194,2.147483647E9,0.0,0.0,5,62,9,1.8,23,0,0,0,1,0.2,1,0.2,1,0.2,0,0.0,%%%%%%%%%＠tos https://t.co/LUIVvAhjIm May 07, 2016 at 11:01PM #えどがわイケメン
14,48,0,74,57849,48,2.147483647E9,0.0,0.0,15,127,20,1.33,23,0,1,0,1,0.07,0,0.0,0,0.0,0,0.0,%%%%%%%%%John Lewis - Maharani Coffee Table - Excellent Condition - Bid Now! Only $12.38 https://t.co/RyhjsCFlj1 https://t.co/OHdXQRAguL
11,157,44,279,44487,2048,6.34,0.86,0.02,16,130,29,1.81,23,0,1,0,1,0.06,0,0.0,0,0.0,0,0.0,%%%%%%%%%It Is You - Only Faster - SPECIALIZED TURBO. Check out our complete line! https://t.co/2lo56qWcTj Buffalo. https://t.co/91LzaXvuPR
11,4,23761,43698,121846,1428,1.84,0.65,16.64,20,127,5,0.25,23,0,0,0,0,0.0,0,0.0,1,0.05,0,0.0,%%%%%%%%%RT @thinkbri: there is more tea in this thread than there was in the water during the boston tea party. https://t.co/t2Q9tUoO8c
8,4,3,4,4009,1940,1.33,0.57,0.0,6,65,7,1.17,23,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%Photo from Littleham: 2016/05/07 15:01:03 https://t.co/pHOyvMkQHy
7,55,277,213,450,208,0.77,0.43,1.33,12,59,7,0.58,10,0,0,0,0,0.0,0,0.0,1,0.08,0,0.0,%%%%%%%%%RT @FaZeApex: RT like and reply if you wanna be in the vlog
13,39,402,381,1685,783,0.95,0.49,0.51,8,65,8,1.0,23,0,0,0,0,0.0,0,0.0,1,0.13,0,0.0,%%%%%%%%%RT @SexualGif: get you a person like this https://t.co/BFcjguVR8q
9,137,860,533,14658,2730,0.62,0.38,0.32,20,140,9,0.45,13,0,0,0,0,0.0,0,0.0,3,0.15,0,0.0,%%%%%%%%%RT @cloverfabio: Great to have been part of this, @JohnFinnieHI @hsigreens Now, well maybe Monday, time to prepare for the 2017 local elect…
8,71,314,303,15161,1925,0.96,0.49,0.16,4,36,0,0.0,13,0,0,0,0,0.0,0,0.0,1,0.25,0,0.0,%%%%%%%%%@sonsomething that's a relief 😂😂😂
11,87,1321,16370,30831,1813,12.39,0.93,0.73,19,144,8,0.42,11,0,0,0,1,0.05,1,0.05,1,0.05,0,0.0,%%%%%%%%%RT @cityatlas: #JaneJacobs wrote "Death &amp; Life" in 1961 when CO2= 318ppm; today= 408ppm, leading to a climate beyond our experience https:/…
11,4,6,13,767,94,2.17,0.68,0.06,12,95,14,1.17,18,0,0,0,0,0.0,1,0.08,1,0.08,0,0.0,%%%%%%%%%RT @CallMeBeiber: Even if I can't go, I'll always support you Senator Miriam #MiriamREDvolution
12,57,119,402,513,1639,3.38,0.77,0.07,11,80,17,1.55,16,0,0,0,0,0.0,1,0.09,0,0.0,0,0.0,%%%%%%%%%HOME GAME: Baseball vs. Quincy University today at 12PM and 3PM #JewellCardinals
9,4,302,675,36222,1422,2.24,0.69,0.21,6,23,1,0.17,7,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%I want to go fishing 🎣
13,21,198,161,3899,338,0.81,0.45,0.59,18,124,12,0.67,23,0,0,0,0,0.0,0,0.0,1,0.06,0,0.0,%%%%%%%%%RT @_CollegeHumor_: When employers want you to have 10 years of work experience before the age of 22 https://t.co/hVJIBuHYnC
10,6,3,5,73,146,1.67,0.63,0.02,4,58,17,4.25,23,0,0,0,0,0.0,0,0.0,1,0.25,0,0.0,%%%%%%%%%RT @DailySexSupply: OHMYGOD 😩🙌🏽 https://t.co/nv6AuL9ALU
13,4,0,1,167,32,2.147483647E9,0.0,0.0,11,132,18,1.64,31,0,3,0,1,0.09,1,0.09,0,0.0,0,0.0,%%%%%%%%%Found a Transponder Snail!
Battle rages in Upper Yard! Shandians vs. "Kami"!
https://t.co/0hPV6pnEL7 #TreCru https://t.co/QqxDmkQrUm
